return_id,order_id,product_id,customer_id,return_date,return_reason,refund_type,refund_amount,restocking_fee,condition_on_return,processed_by
RET0000217,ORD0055136,PRD0027,CUST012930,2024-10-19,Damaged in Transit,Partial Refund,931.26,4.97,Fair,EMP0065
RET0000218,ORD0045198,PRD0245,CUST015770,2023-03-11,Not As Described,Partial Refund,4558.49,5.08,Like New,EMP0163
RET0000219,ORD0034008,PRD0271,CUST016044,2025-01-10,Defective Product,Partial Refund,1168.35,1.02,Poor,EMP0199
RET0000220,ORD0078949,PRD0409,CUST017541,2024-08-11,Damaged in Transit,Full Refund,1727.24,7.61,Fair,EMP0110
RET0000221,ORD0003965,PRD0041,CUST011118,2024-02-05,Duplicate Order,Full Refund,511.76,2.49,Good,EMP0056
RET0000222,ORD0099155,PRD0480,CUST006264,2024-09-01,Duplicate Order,Full Refund,1047.35,1.61,Damaged,EMP0171
RET0000223,ORD0018682,PRD0282,CUST004281,2024-05-02,Changed Mind,Full Refund,808.2,3.18,Like New,EMP0001
RET0000224,ORD0062225,PRD0412,CUST019385,2023-09-24,Damaged in Transit,Partial Refund,351.05,13.89,Like New,EMP0090
RET0000225,ORD0078811,PRD0167,CUST016744,2023-06-04,Not As Described,Partial Refund,5360.34,2.7,Fair,EMP0144
RET0000226,ORD0034838,PRD0017,CUST014335,2024-10-29,Duplicate Order,Exchange,1375.94,7.36,Fair,EMP0096
RET0000227,ORD0015046,PRD0040,CUST016877,2023-07-10,Duplicate Order,Exchange,2195.1,13.37,Damaged,EMP0055
RET0000228,ORD0053912,PRD0232,CUST013893,2023-10-15,Better Price Found,Partial Refund,4132.83,2.26,Good,EMP0029
RET0000229,ORD0045050,PRD0109,CUST018549,2023-05-08,Damaged in Transit,Full Refund,474.09,12.49,Poor,EMP0028
RET0000230,ORD0099507,PRD0086,CUST012919,2023-05-03,Defective Product,Partial Refund,12.77,12.0,Like New,EMP0093
RET0000231,ORD0075000,PRD0215,CUST002959,2024-09-28,Defective Product,Full Refund,1075.94,6.18,Fair,EMP0112
RET0000232,ORD0023472,PRD0178,CUST001903,2024-09-22,Changed Mind,Partial Refund,2462.85,4.78,Fair,EMP0050
RET0000233,ORD0093890,PRD0380,CUST007138,2023-04-10,Defective Product,Full Refund,3875.08,11.44,Like New,EMP0163
RET0000234,ORD0085194,PRD0109,CUST016195,2024-04-01,Late Delivery,Full Refund,130.83,11.65,Good,EMP0115
RET0000235,ORD0059016,PRD0053,CUST018510,2023-07-26,Damaged in Transit,Partial Refund,19.13,7.89,Like New,EMP0147
RET0000236,ORD0061374,PRD0114,CUST017986,2024-10-18,Not As Described,Partial Refund,2713.18,4.86,Like New,EMP0066
RET0000237,ORD0039009,PRD0373,CUST019697,2023-02-13,Duplicate Order,Exchange,419.13,12.98,Good,EMP0146
RET0000238,ORD0055262,PRD0230,CUST016304,2023-08-11,Damaged in Transit,Exchange,2657.01,2.44,Good,EMP0161
RET0000239,ORD0081197,PRD0246,CUST016951,2024-03-03,Better Price Found,Partial Refund,533.0,8.11,Fair,EMP0167
RET0000240,ORD0048550,PRD0134,CUST016608,2024-03-10,Wrong Item Shipped,Full Refund,829.72,5.56,Fair,EMP0164
RET0000241,ORD0023198,PRD0398,CUST001221,2024-01-01,Not As Described,Exchange,1578.55,11.1,Damaged,EMP0128
RET0000242,ORD0072778,PRD0316,CUST014094,2024-03-19,Better Price Found,Partial Refund,2636.82,12.53,Fair,EMP0070
RET0000243,ORD0055520,PRD0389,CUST009335,2023-06-04,Not As Described,Partial Refund,3607.69,8.84,Fair,EMP0070
RET0000244,ORD0069203,PRD0200,CUST016709,2024-05-24,Not As Described,Full Refund,2263.59,11.52,Poor,EMP0016
RET0000245,ORD0057444,PRD0387,CUST011766,2024-02-16,Better Price Found,Full Refund,271.65,4.48,Fair,EMP0047
RET0000246,ORD0053620,PRD0278,CUST011157,2023-02-02,Changed Mind,Partial Refund,379.31,1.18,Good,EMP0187
RET0000247,ORD0045548,PRD0035,CUST010396,2024-12-09,Damaged in Transit,Exchange,20.1,5.89,Good,EMP0085
RET0000248,ORD0003655,PRD0299,CUST017459,2024-02-20,Not As Described,Exchange,2722.48,3.26,Damaged,EMP0122
RET0000249,ORD0076281,PRD0277,CUST016959,2025-01-06,Damaged in Transit,Exchange,577.73,6.09,Poor,EMP0093
RET0000250,ORD0077543,PRD0220,CUST010507,2023-04-20,Damaged in Transit,Full Refund,17.13,1.79,Good,EMP0063
RET0000251,ORD0040938,PRD0168,CUST008953,2023-03-10,Wrong Item Shipped,Partial Refund,368.09,11.92,Good,EMP0139
RET0000252,ORD0041707,PRD0064,CUST000111,2023-06-28,Duplicate Order,Partial Refund,3329.12,4.26,Like New,EMP0110
RET0000253,ORD0048606,PRD0242,CUST010594,2024-07-13,Wrong Item Shipped,Exchange,176.25,12.16,Like New,EMP0088
RET0000254,ORD0034896,PRD0041,CUST000194,2024-12-03,Better Price Found,Full Refund,269.22,7.43,Like New,EMP0183
RET0000255,ORD0009723,PRD0420,CUST001601,2024-08-01,Wrong Item Shipped,Full Refund,4877.18,2.97,Good,EMP0050
RET0000256,ORD0082040,PRD0444,CUST006332,2024-06-05,Wrong Item Shipped,Exchange,1314.56,9.73,Good,EMP0136
RET0000257,ORD0090111,PRD0425,CUST012639,2024-07-25,Changed Mind,Full Refund,412.5,12.17,Fair,EMP0169
RET0000258,ORD0071346,PRD0048,CUST008681,2023-04-06,Defective Product,Exchange,288.46,11.25,Poor,EMP0004
RET0000259,ORD0058389,PRD0380,CUST002492,2023-12-24,Late Delivery,Full Refund,408.78,7.64,Like New,EMP0081
RET0000260,ORD0091836,PRD0177,CUST011054,2024-04-12,Duplicate Order,Full Refund,147.15,3.64,Like New,EMP0054
RET0000261,ORD0030814,PRD0107,CUST002368,2024-05-12,Defective Product,Partial Refund,366.57,3.72,Like New,EMP0088
RET0000262,ORD0058900,PRD0223,CUST019174,2023-12-26,Not As Described,Exchange,4336.71,7.6,Like New,EMP0017
RET0000263,ORD0025322,PRD0021,CUST015373,2024-09-13,Defective Product,Partial Refund,736.6,10.23,Fair,EMP0115
RET0000264,ORD0063320,PRD0025,CUST003918,2024-04-16,Changed Mind,Full Refund,2349.37,0.44,Good,EMP0141
RET0000265,ORD0000804,PRD0121,CUST002743,2023-03-09,Changed Mind,Partial Refund,2852.92,11.57,Good,EMP0185
RET0000266,ORD0073258,PRD0473,CUST009146,2024-07-17,Not As Described,Partial Refund,852.68,6.72,Like New,EMP0081
RET0000267,ORD0095870,PRD0308,CUST019106,2023-07-08,Wrong Item Shipped,Partial Refund,6725.84,6.67,Good,EMP0072
RET0000268,ORD0024425,PRD0011,CUST001175,2024-01-15,Wrong Item Shipped,Full Refund,1519.78,10.03,Like New,EMP0169
RET0000269,ORD0067137,PRD0316,CUST019298,2023-10-29,Changed Mind,Partial Refund,1058.44,1.9,Poor,EMP0087
RET0000270,ORD0088138,PRD0192,CUST009216,2023-06-15,Better Price Found,Full Refund,3905.22,0.71,Like New,EMP0163
RET0000271,ORD0005665,PRD0304,CUST013648,2024-11-07,Late Delivery,Full Refund,6676.11,7.67,Good,EMP0020
RET0000272,ORD0029942,PRD0077,CUST002542,2024-09-24,Not As Described,Exchange,2802.46,13.29,Like New,EMP0074
RET0000273,ORD0084588,PRD0098,CUST014778,2023-08-18,Defective Product,Full Refund,2890.65,5.35,Like New,EMP0027
RET0000274,ORD0001371,PRD0332,CUST019985,2024-07-26,Late Delivery,Partial Refund,220.91,3.7,Like New,EMP0157
RET0000275,ORD0097978,PRD0028,CUST010934,2025-01-04,Wrong Item Shipped,Full Refund,2929.52,0.43,Good,EMP0099
RET0000276,ORD0064566,PRD0379,CUST005068,2024-07-01,Wrong Item Shipped,Exchange,3142.88,5.4,Good,EMP0099
RET0000277,ORD0004760,PRD0113,CUST018205,2024-09-09,Wrong Item Shipped,Full Refund,7225.9,6.39,Damaged,EMP0025
RET0000278,ORD0079852,PRD0210,CUST018502,2023-11-01,Wrong Item Shipped,Partial Refund,4030.86,6.03,Like New,EMP0048
RET0000279,ORD0052356,PRD0387,CUST019405,2024-08-07,Changed Mind,Partial Refund,225.29,10.55,Good,EMP0154
RET0000280,ORD0081399,PRD0302,CUST001627,2023-04-13,Changed Mind,Exchange,2176.85,9.46,Fair,EMP0007
RET0000281,ORD0099421,PRD0247,CUST016826,2023-06-09,Defective Product,Partial Refund,3096.76,9.83,Poor,EMP0015
RET0000282,ORD0076703,PRD0100,CUST015661,2024-06-30,Wrong Item Shipped,Exchange,5406.52,8.19,Like New,EMP0179
RET0000283,ORD0079366,PRD0361,CUST002278,2024-07-12,Changed Mind,Exchange,5271.54,1.28,Good,EMP0198
RET0000284,ORD0044616,PRD0191,CUST017067,2024-10-17,Better Price Found,Partial Refund,420.74,13.01,Like New,EMP0033
RET0000285,ORD0070498,PRD0420,CUST015650,2023-07-23,Damaged in Transit,Exchange,1927.03,1.28,Damaged,EMP0087
RET0000286,ORD0058773,PRD0045,CUST019549,2023-12-29,Late Delivery,Full Refund,1067.81,9.19,Like New,EMP0104
RET0000287,ORD0000756,PRD0341,CUST009668,2023-03-05,Damaged in Transit,Full Refund,457.14,11.83,Like New,EMP0163
RET0000288,ORD0012258,PRD0434,CUST019830,2024-07-10,Defective Product,Full Refund,229.83,9.62,Good,EMP0092
RET0000289,ORD0035237,PRD0374,CUST010188,2023-03-25,Wrong Item Shipped,Full Refund,6814.28,11.03,Like New,EMP0048
RET0000290,ORD0018775,PRD0123,CUST014754,2023-02-14,Duplicate Order,Exchange,1585.71,14.66,Good,EMP0009
RET0000291,ORD0064098,PRD0143,CUST001601,2024-03-20,Damaged in Transit,Partial Refund,1114.89,14.64,Good,EMP0010
RET0000292,ORD0037225,PRD0069,CUST006112,2024-03-10,Late Delivery,Partial Refund,4267.79,0.52,Damaged,EMP0075
RET0000293,ORD0093820,PRD0128,CUST014473,2023-12-06,Not As Described,Full Refund,280.18,9.49,Like New,EMP0148
RET0000294,ORD0093241,PRD0163,CUST006771,2023-06-24,Defective Product,Exchange,517.76,10.38,Like New,EMP0143
RET0000295,ORD0042962,PRD0141,CUST011775,2024-09-11,Late Delivery,Exchange,1092.14,0.13,Fair,EMP0043
RET0000296,ORD0047320,PRD0330,CUST002317,2024-03-09,Not As Described,Exchange,2373.35,9.83,Good,EMP0195
RET0000297,ORD0038338,PRD0416,CUST009998,2024-09-29,Not As Described,Full Refund,1684.8,4.16,Fair,EMP0061
RET0000298,ORD0058694,PRD0346,CUST009071,2023-02-06,Changed Mind,Exchange,4027.9,7.72,Good,EMP0061
RET0000299,ORD0073295,PRD0478,CUST005448,2025-01-03,Defective Product,Full Refund,4628.12,0.16,Fair,EMP0116
RET0000300,ORD0027483,PRD0136,CUST019653,2024-11-30,Wrong Item Shipped,Full Refund,1258.89,14.26,Fair,EMP0022
RET0000301,ORD0039200,PRD0049,CUST005944,2024-03-02,Late Delivery,Partial Refund,2392.31,12.1,Good,EMP0057
RET0000302,ORD0045217,PRD0351,CUST016168,2024-08-01,Late Delivery,Exchange,242.22,6.28,Damaged,EMP0079
RET0000303,ORD0029694,PRD0275,CUST018713,2023-04-28,Better Price Found,Full Refund,3198.69,1.41,Like New,EMP0044
RET0000304,ORD0082345,PRD0001,CUST004998,2024-05-10,Duplicate Order,Full Refund,503.84,0.29,Good,EMP0140
RET0000305,ORD0027446,PRD0010,CUST004968,2024-01-23,Wrong Item Shipped,Partial Refund,176.33,7.73,Fair,EMP0075
RET0000306,ORD0057415,PRD0242,CUST007521,2024-08-31,Wrong Item Shipped,Full Refund,5627.85,1.51,Good,EMP0071
RET0000307,ORD0041221,PRD0471,CUST003511,2024-10-18,Changed Mind,Exchange,1105.71,2.23,Poor,EMP0089
RET0000308,ORD0022285,PRD0380,CUST013288,2023-04-27,Damaged in Transit,Exchange,5551.19,10.53,Like New,EMP0063
RET0000309,ORD0010224,PRD0077,CUST000378,2024-08-13,Wrong Item Shipped,Exchange,2351.68,5.93,Good,EMP0141
RET0000310,ORD0013830,PRD0046,CUST011021,2023-09-05,Defective Product,Exchange,1520.76,7.5,Good,EMP0032
RET0000311,ORD0004397,PRD0127,CUST000371,2024-01-20,Better Price Found,Exchange,311.72,13.42,Like New,EMP0170
RET0000312,ORD0053838,PRD0179,CUST008250,2023-02-21,Changed Mind,Exchange,1998.74,7.69,Fair,EMP0085
RET0000313,ORD0062327,PRD0332,CUST001526,2023-12-02,Defective Product,Partial Refund,653.26,1.07,Good,EMP0073
RET0000314,ORD0055902,PRD0012,CUST003915,2024-10-17,Better Price Found,Partial Refund,868.83,5.55,Good,EMP0177
RET0000315,ORD0028246,PRD0175,CUST019607,2023-12-11,Late Delivery,Full Refund,3119.02,3.7,Fair,EMP0197
RET0000316,ORD0080368,PRD0475,CUST008411,2024-08-17,Changed Mind,Partial Refund,1304.15,5.41,Good,EMP0107
RET0000317,ORD0054921,PRD0080,CUST017491,2024-02-03,Duplicate Order,Partial Refund,1906.49,5.91,Like New,EMP0125
RET0000318,ORD0016331,PRD0273,CUST018644,2023-10-14,Duplicate Order,Exchange,338.12,10.27,Good,EMP0089
RET0000319,ORD0036468,PRD0438,CUST018371,2023-03-02,Better Price Found,Partial Refund,5389.6,1.75,Like New,EMP0101
RET0000320,ORD0010911,PRD0110,CUST009872,2024-06-13,Better Price Found,Partial Refund,1336.81,3.59,Fair,EMP0100
RET0000321,ORD0067759,PRD0386,CUST003781,2023-03-17,Better Price Found,Exchange,25.26,7.75,Good,EMP0124
RET0000322,ORD0024395,PRD0122,CUST000968,2023-06-11,Duplicate Order,Partial Refund,1256.94,10.54,Like New,EMP0033
RET0000323,ORD0076544,PRD0007,CUST015429,2024-09-27,Changed Mind,Full Refund,2989.63,10.41,Damaged,EMP0182
RET0000324,ORD0015635,PRD0415,CUST014568,2024-05-10,Damaged in Transit,Exchange,2454.54,0.06,Good,EMP0166
RET0000325,ORD0051168,PRD0245,CUST012799,2023-02-02,Late Delivery,Partial Refund,946.21,1.49,Poor,EMP0188
RET0000326,ORD0023799,PRD0346,CUST018461,2024-07-14,Late Delivery,Partial Refund,2765.51,11.14,Like New,EMP0161
RET0000327,ORD0014454,PRD0348,CUST016693,2023-06-07,Damaged in Transit,Full Refund,87.75,1.22,Poor,EMP0024
RET0000328,ORD0095849,PRD0054,CUST001970,2024-10-07,Better Price Found,Full Refund,2226.89,7.65,Fair,EMP0138
RET0000329,ORD0072873,PRD0228,CUST009316,2024-09-24,Not As Described,Exchange,4591.1,8.28,Good,EMP0161
RET0000330,ORD0008415,PRD0086,CUST008766,2024-04-11,Not As Described,Partial Refund,1082.7,11.16,Good,EMP0090
RET0000331,ORD0055422,PRD0084,CUST017717,2024-11-27,Late Delivery,Exchange,34.78,8.07,Poor,EMP0091
RET0000332,ORD0012715,PRD0233,CUST017205,2023-11-21,Defective Product,Partial Refund,1625.92,8.35,Like New,EMP0094
RET0000333,ORD0052315,PRD0149,CUST019770,2023-10-31,Late Delivery,Full Refund,422.93,4.49,Like New,EMP0015
RET0000334,ORD0083836,PRD0370,CUST009982,2023-11-01,Changed Mind,Exchange,3180.86,13.39,Damaged,EMP0182
RET0000335,ORD0081260,PRD0016,CUST013217,2023-09-24,Wrong Item Shipped,Full Refund,1328.1,0.59,Poor,EMP0053
RET0000336,ORD0006795,PRD0339,CUST004899,2023-04-20,Defective Product,Exchange,5250.06,3.45,Fair,EMP0133
RET0000337,ORD0053157,PRD0151,CUST012811,2023-07-09,Better Price Found,Exchange,6054.99,3.7,Like New,EMP0060
RET0000338,ORD0099425,PRD0406,CUST008691,2024-07-14,Wrong Item Shipped,Full Refund,3700.21,12.99,Good,EMP0044
RET0000339,ORD0007640,PRD0452,CUST018854,2024-07-30,Duplicate Order,Full Refund,4431.85,6.35,Poor,EMP0041
RET0000340,ORD0054444,PRD0416,CUST002722,2024-08-23,Better Price Found,Full Refund,3430.02,13.1,Like New,EMP0159
RET0000341,ORD0097700,PRD0422,CUST005928,2023-08-30,Duplicate Order,Partial Refund,187.72,12.08,Good,EMP0035
RET0000342,ORD0060390,PRD0022,CUST011440,2023-04-20,Better Price Found,Exchange,4013.38,14.8,Good,EMP0109
RET0000343,ORD0032923,PRD0070,CUST003354,2023-03-27,Damaged in Transit,Full Refund,4147.93,8.05,Good,EMP0111
RET0000344,ORD0070743,PRD0186,CUST008701,2024-10-22,Wrong Item Shipped,Partial Refund,1758.92,0.8,Like New,EMP0139
RET0000345,ORD0058392,PRD0017,CUST013160,2023-08-19,Better Price Found,Exchange,646.08,4.15,Poor,EMP0029
RET0000346,ORD0064707,PRD0243,CUST014898,2023-01-30,Wrong Item Shipped,Partial Refund,1497.89,11.38,Fair,EMP0115
RET0000347,ORD0058508,PRD0141,CUST018159,2023-07-28,Duplicate Order,Exchange,634.46,7.58,Good,EMP0059
RET0000348,ORD0005858,PRD0084,CUST018979,2024-08-22,Not As Described,Exchange,49.74,14.19,Fair,EMP0035
RET0000349,ORD0044235,PRD0272,CUST003722,2024-11-20,Late Delivery,Exchange,1860.04,2.62,Like New,EMP0031
RET0000350,ORD0024396,PRD0350,CUST002819,2024-01-07,Changed Mind,Full Refund,241.71,2.96,Good,EMP0186
RET0000351,ORD0038197,PRD0396,CUST010506,2023-01-30,Better Price Found,Full Refund,2246.9,0.29,Damaged,EMP0042
RET0000352,ORD0085971,PRD0127,CUST006660,2025-01-08,Defective Product,Partial Refund,1121.17,12.0,Fair,EMP0069
RET0000353,ORD0036480,PRD0151,CUST016370,2023-12-18,Wrong Item Shipped,Full Refund,2949.6,7.61,Like New,EMP0104
RET0000354,ORD0017283,PRD0500,CUST012778,2023-06-29,Duplicate Order,Partial Refund,501.96,14.2,Like New,EMP0029
RET0000355,ORD0089673,PRD0178,CUST010798,2024-10-06,Wrong Item Shipped,Exchange,1813.56,8.18,Good,EMP0069
RET0000356,ORD0058806,PRD0297,CUST010639,2024-07-02,Duplicate Order,Full Refund,3669.42,6.18,Poor,EMP0163
RET0000357,ORD0037229,PRD0447,CUST004312,2024-04-05,Changed Mind,Full Refund,2095.74,2.58,Fair,EMP0151
RET0000358,ORD0027516,PRD0404,CUST002938,2023-06-24,Wrong Item Shipped,Partial Refund,218.88,4.83,Fair,EMP0140
RET0000359,ORD0053216,PRD0110,CUST016905,2023-10-27,Wrong Item Shipped,Full Refund,2318.04,10.17,Good,EMP0105
RET0000360,ORD0083627,PRD0496,CUST015412,2024-04-01,Changed Mind,Exchange,3236.05,11.06,Fair,EMP0067
RET0000361,ORD0075839,PRD0437,CUST001184,2024-04-18,Wrong Item Shipped,Partial Refund,696.6,11.79,Good,EMP0184
RET0000362,ORD0044642,PRD0330,CUST002712,2024-12-09,Not As Described,Partial Refund,122.27,6.99,Good,EMP0180
RET0000363,ORD0007514,PRD0329,CUST016481,2023-01-28,Damaged in Transit,Full Refund,5383.16,2.45,Like New,EMP0105
RET0000364,ORD0041773,PRD0178,CUST015273,2023-10-16,Defective Product,Full Refund,638.82,12.5,Damaged,EMP0175
RET0000365,ORD0081019,PRD0311,CUST017410,2023-09-20,Changed Mind,Partial Refund,1822.36,8.88,Poor,EMP0169
RET0000366,ORD0082769,PRD0311,CUST005079,2023-10-29,Better Price Found,Full Refund,693.73,9.68,Fair,EMP0039
RET0000367,ORD0069095,PRD0382,CUST004315,2024-08-10,Duplicate Order,Partial Refund,320.1,2.22,Like New,EMP0199
RET0000368,ORD0060047,PRD0331,CUST002306,2023-07-19,Defective Product,Exchange,624.51,10.22,Good,EMP0172
RET0000369,ORD0022758,PRD0300,CUST008711,2024-04-10,Not As Described,Full Refund,625.69,9.41,Good,EMP0196
RET0000370,ORD0005716,PRD0166,CUST003473,2023-11-16,Duplicate Order,Partial Refund,1369.01,10.86,Good,EMP0160
RET0000371,ORD0043178,PRD0381,CUST019426,2024-08-26,Defective Product,Partial Refund,3282.41,6.66,Like New,EMP0006
RET0000372,ORD0066605,PRD0092,CUST003513,2024-07-28,Duplicate Order,Partial Refund,641.47,4.15,Poor,EMP0097
RET0000373,ORD0023556,PRD0495,CUST011847,2024-06-27,Defective Product,Partial Refund,1319.99,7.93,Good,EMP0085
RET0000374,ORD0035021,PRD0168,CUST014610,2024-12-04,Defective Product,Exchange,267.23,11.06,Like New,EMP0131
RET0000375,ORD0079464,PRD0432,CUST010212,2024-01-25,Duplicate Order,Exchange,51.81,8.56,Fair,EMP0022
RET0000376,ORD0050192,PRD0337,CUST000949,2024-06-08,Wrong Item Shipped,Full Refund,488.94,5.55,Good,EMP0111
RET0000377,ORD0012080,PRD0348,CUST011554,2023-03-12,Wrong Item Shipped,Full Refund,459.99,4.71,Poor,EMP0157
RET0000378,ORD0043784,PRD0348,CUST006829,2023-10-22,Duplicate Order,Partial Refund,2375.79,0.65,Like New,EMP0084
RET0000379,ORD0088318,PRD0308,CUST012270,2024-12-24,Defective Product,Full Refund,261.53,5.03,Like New,EMP0200
RET0000380,ORD0015148,PRD0027,CUST001422,2023-08-27,Changed Mind,Exchange,1569.44,9.87,Good,EMP0123
RET0000381,ORD0019182,PRD0228,CUST014297,2024-03-11,Damaged in Transit,Exchange,5292.74,1.24,Fair,EMP0083
RET0000382,ORD0061443,PRD0442,CUST019086,2024-10-30,Not As Described,Full Refund,148.12,12.33,Good,EMP0189
RET0000383,ORD0059919,PRD0456,CUST008479,2024-07-15,Not As Described,Full Refund,469.11,9.87,Good,EMP0078
RET0000384,ORD0007672,PRD0465,CUST011251,2024-03-31,Better Price Found,Full Refund,4441.34,10.96,Good,EMP0055
RET0000385,ORD0006964,PRD0377,CUST009442,2024-12-05,Damaged in Transit,Full Refund,562.19,12.34,Fair,EMP0053
RET0000386,ORD0029208,PRD0009,CUST002675,2024-04-26,Duplicate Order,Full Refund,1087.9,9.77,Like New,EMP0199
RET0000387,ORD0029706,PRD0294,CUST012531,2023-06-25,Duplicate Order,Exchange,5333.1,4.94,Fair,EMP0169
RET0000388,ORD0066910,PRD0088,CUST009649,2023-03-14,Wrong Item Shipped,Partial Refund,2843.95,10.58,Good,EMP0062
RET0000389,ORD0085910,PRD0115,CUST012636,2024-06-15,Changed Mind,Full Refund,101.59,9.04,Fair,EMP0065
RET0000390,ORD0087147,PRD0261,CUST012158,2023-07-14,Wrong Item Shipped,Partial Refund,2235.79,4.89,Good,EMP0032
RET0000391,ORD0088849,PRD0421,CUST015255,2023-05-18,Defective Product,Partial Refund,544.43,14.39,Poor,EMP0119
RET0000392,ORD0037594,PRD0254,CUST010868,2024-12-25,Changed Mind,Full Refund,236.64,14.42,Fair,EMP0074
RET0000393,ORD0090028,PRD0464,CUST005283,2023-08-11,Duplicate Order,Partial Refund,287.41,12.06,Good,EMP0149
RET0000394,ORD0024330,PRD0126,CUST009620,2023-08-26,Late Delivery,Full Refund,808.9,11.15,Like New,EMP0131
RET0000395,ORD0078808,PRD0354,CUST001311,2023-11-07,Duplicate Order,Partial Refund,1297.77,1.3,Like New,EMP0102
RET0000396,ORD0099061,PRD0049,CUST018015,2023-10-15,Late Delivery,Exchange,389.26,5.76,Fair,EMP0175
RET0000397,ORD0086841,PRD0264,CUST012399,2024-05-24,Duplicate Order,Partial Refund,1156.39,0.9,Fair,EMP0034
RET0000398,ORD0002242,PRD0306,CUST018678,2023-11-12,Changed Mind,Partial Refund,470.9,10.3,Like New,EMP0081
RET0000399,ORD0002830,PRD0484,CUST014637,2024-03-27,Duplicate Order,Full Refund,1735.72,11.22,Like New,EMP0144
RET0000400,ORD0025301,PRD0369,CUST006843,2024-02-27,Defective Product,Full Refund,1588.54,14.25,Like New,EMP0108
RET0000401,ORD0039164,PRD0191,CUST011407,2023-11-15,Late Delivery,Full Refund,247.13,6.91,Like New,EMP0139
RET0000402,ORD0000209,PRD0151,CUST005139,2024-01-04,Changed Mind,Exchange,84.35,6.12,Damaged,EMP0144
RET0000403,ORD0086867,PRD0291,CUST017643,2024-08-06,Better Price Found,Full Refund,1163.32,11.28,Good,EMP0160
RET0000404,ORD0086524,PRD0189,CUST013614,2024-04-07,Not As Described,Partial Refund,1954.57,2.94,Damaged,EMP0045
RET0000405,ORD0080375,PRD0083,CUST013706,2023-03-26,Defective Product,Partial Refund,967.27,4.04,Good,EMP0109
RET0000406,ORD0007140,PRD0400,CUST010446,2024-12-06,Changed Mind,Full Refund,3126.26,11.65,Good,EMP0047
RET0000407,ORD0071537,PRD0415,CUST005489,2024-01-22,Better Price Found,Full Refund,5470.19,11.93,Like New,EMP0012
RET0000408,ORD0049699,PRD0491,CUST014597,2023-01-27,Duplicate Order,Exchange,5655.74,7.19,Poor,EMP0011
RET0000409,ORD0021613,PRD0389,CUST015519,2024-11-13,Better Price Found,Full Refund,72.92,0.19,Like New,EMP0178
RET0000410,ORD0008012,PRD0123,CUST016283,2024-05-23,Not As Described,Exchange,137.44,12.61,Good,EMP0187
RET0000411,ORD0046398,PRD0477,CUST016529,2023-09-07,Defective Product,Exchange,4515.08,10.66,Fair,EMP0117
RET0000412,ORD0018490,PRD0357,CUST013441,2023-09-09,Defective Product,Partial Refund,329.52,4.48,Good,EMP0142
RET0000413,ORD0019083,PRD0072,CUST006582,2024-06-22,Defective Product,Exchange,1843.07,0.23,Fair,EMP0184
RET0000414,ORD0024624,PRD0500,CUST005662,2023-02-14,Damaged in Transit,Exchange,4487.9,6.79,Like New,EMP0106
RET0000415,ORD0008024,PRD0208,CUST006163,2023-11-23,Duplicate Order,Exchange,1369.8,6.78,Like New,EMP0170
